Reviews,Ratings,Food,Service,Ambience,Dates
Food and service are always fantastic. We we always look forward to coming to the restaurant anytime we are in Las Vegas.,5,5,5,5,February 2 2024
Wonderful dining experience from top to bottom. A definite Vegas stop!,5,5,5,5,February 1 2024
A truly wonderful experience for our first time at the golden steer. Justin was AMAZING. and really made the experience something we’ll talk about for a long time. As locals. we don’t find ourselves vying for an opportunity to visit incredibly famous spots. but we sure are glad we did. The food was immaculate. Hands down the best steak I have ever consumed. We cannot wait to go back.,5,5,5,5,February 1 2024
Outstanding from start to finish. everything was as good as I could expect,5,5,5,5,January 31 2024
"Since 1978 my husband and I  have dined at Golden Steer too often to count. We always invited guests and business associates to enjoy a wonderful  dinner experience. I invited my dear longtime friends to celebrate "" if you will what would have been  my husband  and I  57th wedding anniversary. He would have loved the evening. Thank you for the special dinner.",5,5,5,5,January 31 2024
#1 Top favorite place in Vegas !! Service was amazing everyone so kind and attentive. You cannot go wrong here! Every dish treated with care and the most flavorful dishes you’ll ever have. Thank you !￼￼,5,5,5,5,January 30 2024
Always the very best! Our sixth visit and it never disappoints.,5,5,5,5,January 30 2024
Exceeded all expectations. Food was excellent. Will definitely return.,5,5,5,5,January 30 2024
Delicious ribeye. Excellent service. Wait staff was exceptional. Would highly recommend.,5,5,5,5,January 30 2024
Amazing service. outstanding food and unique atmosphere. The whole team of servers worked well together and we never had an empty glass or a long wait. The crab is so tender and juicy and full of flavor. I got the ribeye medium rare and it was cooked perfectly and seasoned nicely. It seems like everyone is afraid of a little seasoning these days but not Sergio the chef here at the Golden Steer! I commented on the delicious seasoning to the waiter and he said chef Sergio has his own seasoning blend you can buy! We looked at the menu and sure enough they do offer it! We didn’t end up taking any seasoning blend  home but we really enjoyed it on our meal. Highly recommend!!,5,5,5,5,January 30 2024
If you go to Las Vegas and you don’t visit Golden Steer. you have not really experienced Las Vegas at all! Amazing food and service and just a perfect throwback to the sexy Vegas of the past!,5,5,5,5,January 29 2024
What a great meal! The Food and service are top notch! The ambiance is fantastic with its classic decor. Everything was what we expected from all the recommendations. We can’t wait to go back!,5,5,5,5,January 29 2024
Celebrated our birthday with the Golden Steer crew and everything was phenomenal! From the Caesar Salad to the Banana dessert. This is our second time eating here and everything is amazing. Best service in Las Vegas.,5,5,5,5,January 29 2024
The food was remarkable. As expected. the steaks were absolutely perfect and so so delicious. but it was the bananas foster that stole the show. Even writing this has me craving MORE! Lovely evening that was only negatively impacted by our exceptionally loud talking waiter. Holy cow - turn down the volume! Regardless. I’d go again right this minute if I could. Really just a nice evening all around.,4,5,3,5,January 29 2024
The food was fantastic.  as was the service! Best steak ever. and do not miss out on the tableside caesar salads and Cherries jubilee!!,5,5,5,5,January 28 2024
First time here and had an amazing experience. Food was phenomenal and service was excellent. Can't wait to go back.,5,5,5,5,January 28 2024
Wonderful time. great staff. What a must in Vegas.,5,5,5,5,January 28 2024
Like stepping back in time to and old school Vegas,5,5,5,5,January 27 2024
I look forward coming to Golden steer twice a year. Our server did not tell us anything about the menu or about any specials that were going on. He just walked up and said. do you have any questions and would you like to order. We saw other guests getting personalized treatment ￼and being explained everything and very interactive. The food quality wasn't the same this time. I love the golden steer. but this time kinda missed Mark.,3,4,2,4,January 27 2024
The best food in town! Beautiful atmosphere! Can’t wait to go back!,5,5,5,5,January 27 2024
Classic old school steak house.  Prime rib was a C.  Everything else was a B.  Value was below average.,4,4,5,4,January 27 2024
Filet was delicious. Wedge salad also excellent. Top notch place,5,5,5,5,January 27 2024
As advertised.  Food was phenomenal. atmosphere excellent!!,5,5,5,5,January 27 2024
Great ambience but the food quality is overrated for the price.  We had the Longhorn and Lobster Tail for 2 and the best part was the Caesar salad.,3,3,3,4,January 27 2024
We love Golden Steer. would of been 5 stars as usual but the Lobster with the dinner for two was over cooked. the long horn steak was great and the sides were great,4,4,5,5,January 27 2024
The Golden Steer is a must do when we are in Las Vegas. The service. food. and wine list are all great.  Then the history and stories just set this restaurant apart from the others.,5,5,5,5,January 27 2024
Waiting for our table over 20 minutes past our reservation. Had to pester staff to get them to finally seat us.  Meal and table service was excellent though.,3,5,5,4,January 26 2024
Enjoyed the dinner. atmosphere. and food quality.,5,5,5,5,January 26 2024
Brian was the best waiter. Very personable. The food was good. My GF wasn’t a fan of the spinach but everything else…YUMMY!,5,5,5,5,January 25 2024
The steak was world class. The twice baked potato was dried out.,4,5,5,5,January 25 2024
Excellent dinner. great atmosphere... we always enjoy the Golden Steer...,5,5,5,5,January 25 2024
Prime rib was not so good. Had better at half the price. Service was great.,2,1,5,3,January 25 2024
What an awesome experience. I highly recommend Golden Steer!,5,5,5,5,January 25 2024
Food came out Luke warm  Service was great Drinks weak,4,1,5,4,January 25 2024
We dined tonight for the first time and could not have had a better experience! Not only is the food top notch. the service is beyond impeccable. Our waiter Brian was extremely attentive and never left out glasses low. The table side dessert service led by Jed is a must do! We can’t wait to go back!,5,5,5,5,January 24 2024
Wonderful food and great service!!! We had a party of 10 and received great care from the servers and prompt attention to our needs. We will come again for sure.,5,5,5,5,January 24 2024
The best steak I’ve ever had!! Got the HUGE lobster tail too and it was awesome!,5,5,5,5,January 24 2024
The staff and food at Golden Steer are incredible. Justin. Tall Eric and Angel did a fantastic job taking care of my group. We loved the great service and the food is amazing. Try the lobster tail. corn. steak and get the cherrie jubilee. Thanks Team,5,5,5,5,January 24 2024
We were seated in a dining room that was not the main dining and did not have the same ambiance.,5,5,5,4,January 24 2024
Absolutely the best steak house in Vegas! Our waiter Justen was excellent and made our first time to Vegas so special.,5,5,5,5,January 24 2024
Food was EXCELLENT. service impeccable. great history. Prime rib was PERFECT! Loved every bite! Caesar salad delicious and enough for 3 to share. Lovely evening. Thank you. will return next time in Vegas,5,5,5,5,January 23 2024
Love this place. It is of the highest quality with old school charm.,5,5,5,5,January 23 2024
First time diner. I was very impressed with the service the steak was outstanding but not as warm as I like. That's my only gripe.,5,5,5,5,January 23 2024
The food was amazing. The service was spectacular and the history is unbelievable.,5,5,5,5,January 23 2024
Old school vegas place.  Little over priced for whats in area.  Lobstwr very good service great,4,3,5,5,January 22 2024
Best dinner in Vegas hands down! Worth the hype!!!,5,5,5,5,January 22 2024
It lived up to the hipe. Truly.  The reception. The table. The ambiance.  The service. Literally. We sat at the table for a minute and they showed up.  The food was perfect.  Shrimp cocktail.  Caesar salad.  Tomahawk and lobster.  Plus piping hot fries and mushrooms.  Then. Omg.  The bananas foster.  It was like 450 with tip and a few drinks. No wine.  But it was our anniversary and why not.,5,5,5,5,January 22 2024
It was all around amazing. I enjoyed a great date night for my boyfriend’s birthday.,5,5,5,5,January 22 2024
"It was a great to experience Las Vegas oldest steakhouse the service and food were on point. Will be back again for sure.""",5,5,5,5,January 22 2024
What an outstanding experience. They knocked it out of the park. One of the best meals ever had.,5,5,5,5,January 22 2024
We live in Vegas and booked our reservations 2 1/2 months in advance. We were seated promptly in the old VIP section and it was so cozy. The service was excellent and the food was just as good. We had the tableside Caesar salad (minimum order of 2 for tableside). calamari. filet mignon. mushroom burgundy. Mac and cheese. tiramisu for dessert. and a couple drinks. The calamari was okay. but everything was excellent!  Cant wait to go back again.,5,5,5,5,January 22 2024
We had a wonderful meal with Tommy as our server. We were a group of seven and we felt like royalty! Thank you Tommy and the Steer for making my husband’s 30th so special! Everything was excellent. I couldn’t recommend it enough!,5,5,5,5,January 22 2024
Great vibe. food. cocktails. service. and ambience. Every aspect of the experience is well thought out and executed. The doorman greeted us on the way in. The hostess with the heart frame glasses graciously welcomed us and directed us to the bar because we arrived early. The bartender with the nice smile saw I was having trouble reading the cocktail menu and quickly provided a large type high contrast option. Besides bringing out food which the kitchen prepared perfectly. the waiter shared some really interesting history about the restaurant.,5,5,5,5,January 21 2024
Great place past its prime. Now only interested in flipping tables. Bored servers whose hearts aren’t into it. Server couldn’t get us in and out fast enough and adding tip post tax on meal that expensive is horrible.,3,3,2,4,January 21 2024
It was amazing everything from the service to the food We have been eating about it for years and finally gave it a try - we we not disappointed- the food was perfection,5,5,5,5,January 21 2024
Everything including the service was exceptional.  Worth every penny.,5,5,5,5,January 21 2024
Our best dining experience in Vegas.  Have been to most of the strip major restaurants but none were like this one.,5,5,5,5,January 21 2024
Some of the best food on the planet. Ribeye. filet. Caesar salad. corn. potato… everything was phenomenal,5,5,5,5,January 20 2024
Over rated……..,3,5,2,2,January 20 2024
We had the best dinner. Was worth the wait. Looking forward to the next time.,5,5,5,5,January 20 2024
Food was below average service was good overpriced for what it is,4,2,5,4,January 19 2024
Came to celebrate a special occasion. Service is fantastic. Reminds me of the old Vegas days. Food was great too. Jason the somm was great and really made our evening.,5,4,5,5,January 19 2024
"We made a reservation on 1/18/24 to celebrate our anniversary and indicated as much on the reservation.  The hostess acknowledged our anniversary when we arrived.  She was the LAST person to do so during our entire visit.  Honestly. we felt as though we were a burden to our waiter.  We listened as he interacted with other nearby tables explaining the menu options. asking if they were celebrating anything (which included birthdays and anniversaries). etc.  Our interaction with him was nothing more than ""do you have any questions about the menu?""  My wife even suggested she may be interested in a glass of wine and had ask for a wine list later when it wasn't brought to our table.  Never a single mention of our anniversary was ever made the rest of the night by anyone bringing items to our table.    As we were leaving. I extended my appreciation to the hostess for her acknowledgment.  She apologized for our experience and offered a dessert to go but we declined as we had nowhere to keep it at our hotel.  It is not about the dessert at all.  It is about how we were treated.  I even reached out to management through their website and have yet to receive any response from them.  You can find a great steak pretty much anywhere on the Strip or elsewhere in Vegas.  I would not recommend going to the Golden Steer based on the service.",2,5,1,3,January 19 2024
Hands down amazing! Looked after so well and special thanks to Lorena for finding us a booth and arranging a special desert for my husbands birthday. Hands down the best steak I’ve ever eaten!!!!!!,5,5,5,5,January 19 2024
Food was great and well worth the price. when in Rome. The longhorn and lobster dinner for 2 was plenty enough for the both of us. Table side Caesar salads were unlike any other salad. Bananas foster was fantastic as well!! Highly recommend,5,5,5,5,January 19 2024
Thai place is phenomenal and I’m glad we got a reservation!,5,5,5,5,January 19 2024
I was so excited to try this restaurant out for my birthday. Waited 3 months for a reservation. We arrived and we're greeted by the front desk. showed to our table and the wait staff served us right away. The drinks came pretty fast. the waiter answered all our questions. But... It started going downhill. Both my friend and I ordered French onion soup. Mine came lukewarm. hers never came and we had to ask two times for it. We both ordered crab legs. mine came very watery and no taste. Hers was okay. The portion was very underrated. My other friend ordered steak and lobster. he said his was great. They also ordered expensive bottles of wine and they loved it. The garlic bread was nothing I've ever tasted before it was awful. I was very disappointed with my experience at the Golden steer.,3,2,4,3,January 19 2024
Excellent dining experience. Highly recommended. From the tableside Cesar salad to the tasty prime rib and side dishes...also tableside Cherries Jubilee.  Everything was great,5,5,4,5,January 19 2024
The Golden Steer Steakhouse has an un paralleled Je ne sais quoi.  You will experience dining the King of England will never enjoy.  Sorry. Charles.,5,5,5,5,January 18 2024
We arrived at 6:20pm for our 6:30pm reservation and was told that there are 6 people ahead of us that also have a 6:30pm reservation and we could sit at the bar.  I thought that was odd that 5 other people had the same reservation so there was no benefit to us being on time .  We ordered the lobster and filet mignon along with the asparagus and roasted potatoes. The food was good. We also ordered French martinis,4,4,5,4,January 18 2024
FANTASTIC SERVICE AND GREAT FOOD!  WE WILL BE BACK.,5,5,5,5,January 18 2024
Wonderful food with impeccable service! Highly recommend. My petite like was cooked perfectly and utterly delicious!,5,5,5,5,January 17 2024
We had an excellent meal! We did not feel rushed at all. It was a little noisy. We were in the 2nd dining room. I think I prefer the first one just after the  bar. Twenty dollar tip to the host did nothing for us as far as a better table.,5,5,5,5,January 17 2024
Please understand I am a big fan of the Golden Steer. How ever. last night was disappointing. I was at a homegrown top in the bar-  Every table around me was being taken care of except mine.  When I finally got the house bread and garlic bread both were almost room temp. not hit as usual.  My steak was great but the twice baked was again not hot and room temp.  I let it go because I thought it would be more agrivating to send them back-but overall for my first time ever at the GS I was not happy.  Jeff Seidel,4,4,3,5,January 17 2024
Food was great. service was excellent. The table-side Caesar Salad is a must have. The Lobster tails are Huge!,5,5,5,5,January 17 2024
Nice atmosphere & very well set up restaurant. Drinks were good. Have to say I was disappointed with the food. Having been looking forward to this booking for the last 4 months I must say it fell below my expectations. Sides were good apart from the fries that hadn’t been cooked enough & were quite hard. Most of all though my Fillet was definitely not worth the $86. Flavour was good but definitely nowhere near as tender as I’d hoped it would be. Drinks we ordered were also wrong. Glad we came for the experience but that’ll be it I’m afraid.,3,3,3,5,January 17 2024
Great food.  The service was excellent. Very much enjoyed our visit.  I already made reservations for May,5,5,5,5,January 17 2024
Overall great experience. Servers and staff were very nice. Some of the food was a bit too salty. I.e.. some bites of the broccoli tasted like there was way too much salt. some bites were perfect. Old fashion was a little watered down. they brought it on the rocks and not with a large cube.  But we loved the environment and love that it is near by our home.,5,5,4,5,January 17 2024
Although the nondescript strip center entrance forebode less. the restaurant is lovely with old school lounge atmosphere. with plush seating. and perfect ambience. Our servers and food were excellent. 5 Stars,5,5,5,5,January 16 2024
It was outstanding…food. ambience and great service! We will be back,5,5,5,5,January 16 2024
First time visit last night.  initially service and staff was great. Towards the end of our meal (which was done) our waiter and staff in general felt like they ignored us for 15 minutes (several empty plates in front of us). A runner did come by and took the small amount of what was left and did box it for us. More time passed before our main waiter came by and offered the dessert menu but by that time the moment had passed. We didn’t have any management come by our table to see how the service was but luckily as we were walking out we caught one of the managers and let them know the meal was great but again we felt ignored (we were in the main big room in a booth so we were pretty visible). The manager did apologize and said he takes the input seriously. That said I booked another reservation for February (months ago) but after last night I don’t if we will keep it based on the ending. As any consumer . you want what you pay for and we felt we didn’t get it.,4,5,3,5,January 16 2024
Amazing food but the atmosphere and service was even better!,5,5,5,5,January 15 2024
Truly unique. Wonderful service and excellent food.,5,5,5,5,January 15 2024
Amazing!! Worth the wait  Worth every penny  The table side ceased salad is amazing,5,5,5,5,January 15 2024
Loved it !!! Food was yummy a old vegas ambiance old school . Food was great service was awesome.,5,5,5,5,January 15 2024
This place has been in Vegas for as long as I can remember. I always wanted to go and finally booked a table which took months to get.  Service and atmospheric were top notch. My steak was cooked perfectly. My biggest complaint was that the food in itself was very salty.  Wish I would have known that in advance and would have asked for it to be seasoned less.,4,3,5,3,January 15 2024
This is my 3rd visit here and it did not disappoint.  I’ve made this my must visit every time I come to Las Vegas.  I think this is possibly my favorite place to eat of all time.  Thanks for always making my visit so fun and pleasant.  I can’t wait to come back again!,5,5,5,5,January 15 2024
I went 15 years ago for my son’s birthday and the food and service is still excellent.,5,5,5,5,January 15 2024
Classic Vegas steakhouse. classic Vegas price. Really cool spot to eat. but I do feel like it’s expensive for the sake of being expensive. I loved it and will be going there again though!,4,4,5,5,January 14 2024
It was well worth the wait. The food was amazing. The service was very helpful and nice. I would recommend to anybody to try at least once.,5,5,5,5,January 14 2024
Absolutely fabulous! Food was outstanding! Service was wonderful and drinks were amazing! Did not disappoint!,5,5,5,5,January 14 2024
Food and service was Top Notch!! Golden Steer never disappoints!!,5,5,5,5,January 14 2024
Great food. exceptional choices. My 2nd visit but unfortunately we were placed in the coat room and not the restaurant. It was a let down as beside the great food is the ambience of this historic place. If you don’t get to be in the main restaurant it is not the experience you’re looking for. Spending $1700 on dinner was not worth it based on this loss of experience. The server was pushy and though held the air of being a pro. failed to read the table and offer any value at all. You make a reservation months in advance and they have a take it or leave it attitude on what you are looking for. Hope your time is different but if they want to put people in Siberia at least try and make that room feel like the rest. Best,3,5,3,1,January 14 2024
Whenever I'm in Las Vegas I go to the Golden Steer. Hands down it's always the best meal of my year. My latest visit on 1/13 was no different except that I brought 7 of my closest friends for their first time and all 7 of them proclaimed it as the best steak they gave every had. Was I surprised? No.  For starters. you come here for the food. Everything is perfect every time. Even the dinner rolls they put on the table when you sit down are absolute perfection. You need to start off with an appetizer and you would be selling yourself short if you don't get the Caesar salad prepared table side; however the French Onion soup and the Seafood Stuffed Mushroom Caps are both unreal. My normal steak go to at the Steer is the 24 oz Bone In Ribeye. however our last trip my wife and I decided to split the Longhorn & Lobster Tail Dinner for Two and I'm glad we did. The steak with Maitre'd Butter was sheer perfection and the Australian Lobster Tail was incredible - and we are lobstah snobs from New England. Of course the sides were on point with the mashed potatoes being smooth and creamy while the Mushrooms Burgundy were unlike anything I've ever tasted. Yes we were full but at the end of the night we saved room for the Bananas Foster. also prepared table side.  Now. understand there are hundreds of steakhouses you could go to in Las Vegas. but the Golden Steer is the one you must go to. This is classic old school Las Vegas with the most amazing servers with that classic original steakhouse feeling - think dark wood. no bright lights. and history all over the walls. And yes. there's a great chance you may sit where Frank. Dean. Sammy. Joey & Peter sat.  It's not cheap but who cares? I guarantee it's worth every penny and more. Reserve as soon as you book your trip so you don't miss out.,5,5,5,5,January 14 2024
The service and food was amazing! Worth every penny!,5,5,5,5,January 12 2024
Absolutely loved our experience! The service was impeccable and the food was AMAZING. I had the sea bass and it was prepared perfectly!,5,5,5,5,January 12 2024
La comida fantástica. El servicio exelente. Pasamos un momento muy agradable.,5,5,5,5,January 12 2024
Service. cocktails. sides. dessert outstanding.  Steaks were so-so this visit.  The tuxedoed staff was on their game.  They were well coordinated and never disrupted our meal.  The bar and dinner staff were very attentive and helpful and made the experience enjoyable.  We had a couple of steaks at our table that were less than par im my experience.  While the wait staff was proud to say their meat was we prime and wet aged for over 30 days. it didn't taste like it.  My medium-rare ribeye didn't have the juicy consistency I have come to expect and my guest's filet had a funky char that was off putting.  The bananas foster for dessert was indeed amazing both in presentation and more importantly taste.,4,3,5,5,January 12 2024
One of the best filets that I've had in Las Vegas!  Perfectly cooked...I usually have to send mine back at least once...husband's was cooked perfect as well.  Mushrooms were great. lobster amazing and twice baked potato was huge!  They also gave me the booth I wanted.  Will definitely be back.,5,5,5,5,January 12 2024
Food and service are awesome! I would highly recommend this restaurant,5,5,5,5,January 12 2024
The absolute best lobster I’ve had.  The steak was also very good.  My oysters were great.  Specialty drinks were dangerously good.  Those bartenders know how to mix!  Loved it!,5,5,5,5,January 11 2024
Food is always A+++++ love the old school  vibe. Just a little pricy.,5,5,5,5,January 11 2024
This was our first visit to this iconic Las Vegas restaurant. and unfortunately. I think it may be our last. Upon entering. it was very crowded. and no one seemed to know where to go.  We had to wait to speak with the host and notify him of our reservation (which we had to make over 3 months in advance). and still ended up getting seated about 20 minutes late.  We were seated in a booth. which was nice. but very tight and somewhat uncomfortable for 2 of the 3 of us. Our servers were very prompt and wonderful. making sure we got our menus. drinks. and bread quickly.  We placed our order and waited in anticipation.  My sister and I ordered the Longhorn steak and lobster tail for two. which comes with 2 choice sides and soup or salad. We opted for the creamed spinach and Asparagus. one salad with house dressing and one French onion soup. and medium steak.  The salad was way overdressed. the steak more medium well than medium and underseasoned. and the lobster was slightly overdone. However. the sides and soup were delicious.  My brother in law ordered the prime rib medium rare and Whipped potatoes.  His steak was huge. as big as the plate itself. It came with two types of horseradish. but I didn't see any au jus. The potatoes were amazing and had an wonderful texture. Unfortunately. the steak. again. was underwhelming and definitely under seasoned.  There was just no flavor to it. We were asked if we wanted to add any garlic butter to our steaks. and halfway through I wish we had. It jus was disheartening to know that the sides were better than the steaks. especially being a steakhouse.  We finished our meal with the table side cherries jubilee.  The presentation was fun to watch. and the dessert itself was delicious. and definitely enough for us to share.  That was probably our favorite part of the meal.  We had high expectations for this place and were excited to visit the icon. It was just disheartening to be let down. especially because this place isn't cheap.,3,3,5,3,January 11 2024
Everything was delicious and Cooked correctly.would recommend to experience once at least,4,4,4,4,January 11 2024
Thé food and service were exceptional. A bit pricey but definitely worth it for a special occasion,5,5,5,5,January 11 2024
Order the 24oz Ribeye! Stuffed Mushrooms! And a Martini 👌,5,5,5,5,January 11 2024
As someone who dines at steakhouses across the world. we had an incredible experience at the Golden Steer.  We sat in Frank Sinatra's table and ordered the Australian Lobster tail and the thick cut Prime Rib.  Overall a great experience. we will certainly be back!,5,5,5,5,January 10 2024
Great food. great staff & great service. can't get better than that!,5,5,5,5,January 10 2024
Great service Great drinks Great Food Steaks & lobster cooked perfectly,5,5,5,5,January 10 2024
Loved the service and food we will definitely eat there again.,5,4,5,5,January 10 2024
Golden Steer is a Las Vegas staple that has had multiple icons dine there. Their food. service and hard to get reservations speak for themselves. The longhorn cut steak and lobster tail were simply outstanding. The service was impeccable. Each table has 4 waiters to make sure everyone has an excellent experience. Highly recommend the bananas foster. which is made table side. The Caesar salad is also another item made table side and I have never tasted one as good as theirs!,5,5,5,5,January 10 2024
Steak was undercooked and sent back. when they returned the steak it was charred burnt crust and still undercooked. The rest of my party enjoyed their entrees. salmon. chicken. Cesar salad is a must,3,2,4,5,January 9 2024
One of the best places I’ve ever dined at. The preparation of the caesar salad at your table side is great. but better than that was the taste of it. The salad has a bit of a kick to it and definitely stands out from other caesar salads. My wife and I shared the longhorn and lobster with the Mac and cheese and asparagus. The asparagus were good. nothing special but were not under or over cooked. However. the Mac and cheese was superb as the Mac and cheese was very smooth and super creamy. but not strong cheesy like a lot of other restaurants. The meat we ordered medium rare. which came out a little rarer than how we normally get it. but was very juicy and the butter and herbs that they sauté it with made it very delicious. My favorite main dish was the lobster tail; which was almost the size of the longhorn. The lobster tail was very tender and was not fishy at all. Last but not least we had the cherry jubilee. which was cooked right of the side table once more. The presentation was awesome. but was not a fan favorite of it. Now with all of that came a $289 dollar tab not adding tip. I think it’s a great spot to try out on special occasions most definitely.,4,5,5,5,January 9 2024
Absolutely loved our dinner. Pricey but in our opinion worth it. Best steaks we’ve ever had. Melted like butter in your mouth. Caesar salad was great! The table side service for the salad and the desserts added that extra touch of excitement. Would have loved some live music to top off the night.,5,5,5,5,January 9 2024
Have been at Golden Steer before with friends from Las Vegas and loved it. The steaks are as they should be. in one word perfect and. which cannot be said about a lot of other restaurants. prices are high end but absolutely worth it. Apart from that is an old style western steakhouse with a lot of history about all sorts of guests that has been there. Hope they will go on in this sam way for many years!,5,5,5,5,January 9 2024
Great meal. great service and we enjoyed our drinks.  E seton’s was super attentive and our food was amazing !,5,5,5,5,January 9 2024
Golden Steer Steakhouse in Las Vegas is a true gem for steak lovers. From the moment we walked in. the outstanding service set the tone for a remarkable dining experience. Each dish. especially the steaks. was cooked to perfection. offering a blend of rich flavors and succulent textures. The ambiance added to the charm. making our visit not just a meal. but a memorable event. Highly recommended for anyone seeking exceptional food and service in Vegas.,5,5,5,4,January 9 2024
one word!!!!  OUTSTANDING!!!,5,5,5,5,January 8 2024
Delicious and staff was so helpful and attentive. Will return!,5,5,5,5,January 8 2024
Cool place food is not worth the hype dry lobster and steak has a good crust but lacking flavor not a bad steak by any means but not any wow factor,2,2,5,5,January 8 2024
I heard about this place on TikTok and was lucky enough to snag a reservation the week of. I was very impressed by this steakhouse. We sat at Joe DiMaggio's booth. which was quite lovely. The food was incredible! Do no skip on the Caesar salad! The steak was cooked to order. The servers were very attentive to the table  and wonderful. Beverages were always topped off. Enjoyed our first visit and will definitely be back again!,5,5,5,5,January 8 2024
Really nice atmosphere. very attention to detail type of resturant. A place I will visit everytime I come back to Vegas,5,4,5,5,January 8 2024
"After seeing a video Reel of the Golden Steer. we knew we had to go. We wanted a Saturday reservation at 5:30pm which ended up being a 3 month wait. but that was okay. Open table kept in touch with reservation reminders including the menu and dress code. An hour drive from our home. we arrived 30 minutes early and were promptly greeted and seated in a cozy booth. There were many ""walk-ins"" waiting on a table so I was delighted they seated us early. The dining rooms quickly filled up. Service was spot on with multiple suit clad gentlemen prepared to please. Bar drinks were served quickly then appetizer. We opted for the seafood stuffed mushrooms. they were less then satisfying. Tomahawk dinner for 2 plus a lobster tail was a bit of a wait. but the healthy portioned salad kept us busy. Dinner was divine. cooked perfectly. however they forgot to add the chefs herb butter to the Tomahawk. By the time we did receive the butter. the steak was half gone. We were talked into the Cherries Jubilee for dessert. it was delicious! Overall it was a beautiful dinner with wonderful service. We were prepared for what the total bill may be. but it was quite higher. We would love to go back. but unfortunately the incredibly high prices will keep us away. I would recommend. just be prepared to spend A LOT of money.",4,4,5,5,January 7 2024
Table side Cesar salad was too tarte for. ribeye steak was tough. Ambience and wait staff were amazing.,4,3,5,5,January 7 2024
I was very happy to finally get a reservation at this iconic restaurant and to experience it was worth it. That being said. the food & cocktails were good but definitely not the best I’ve had. Order included tableside Caesar (this was the best item). garlic bread. shorthorn medium rare. chicken of the angels. whipped potatoes and asparagus. We were too full for any dessert.,4,3,4,4,January 7 2024
The best experience we’ve had in Vegas! Food portions are insane and way cheaper. The vibe is better than any steak house on the strip.,5,5,5,5,January 6 2024
Best experience ever!!!! Food was amazing as well as the customer service.,5,5,5,5,January 6 2024
Love every aspect of the restaurant service. Perfect meal was perfect.,5,5,5,5,January 6 2024
Ein tolles Essen. Sehr guter Service und wunderschönes Ambiente.,5,5,5,5,January 5 2024
Food was outstanding as always and the service was spot on.  Best steak in Vegas.,5,5,5,5,January 5 2024
A must try in Vegas! The food and service was amazing!,5,5,5,5,January 5 2024
A must visit for each time you are Vegas. I just can never make it past the appetizer and salad course - so full!,5,5,5,5,January 5 2024
Incredible food and service!     Lobster is best I’ve ever had. filet as well.   Worth the higher price!,5,5,5,5,January 4 2024
Everyone that was in our party has not stopped thinking about this meal. Not only was this place a great experience. the food was fantastic! From the French onion soup to the table side caesar salad to the lobster and ribeye the size of Texas to the sides to the bananas foster to the coffee liquor drink. god dang delicious!  We had like 10 servers and not once did we feel rushed or that they hovered over us. This is a must do while in Vegas!,5,5,5,5,January 4 2024
Everything from the guy greeting you at the door. to the ambiance and decor. to the food. wait staff. and presentation was perfect. The steaks and sides were great. Tableside Caesar Salad. Cherries Jubilee and Bananas Foster were excellent. Don't change anything. It is a classic.,5,5,5,5,January 4 2024
Absolutely worth the money and the hype.  The dinner for two was filling for both my husband I.  Service was impeccable!,5,5,5,5,January 4 2024
Great atmosphere and polite service. Food always amazing!,5,5,5,5,January 3 2024
This was our first time and we absolutely loved it. Definitely will be going back on next visit.,5,5,5,5,January 3 2024
Great experience. Great service. ambiance and the food was delectable!,5,5,5,5,January 3 2024
Never knew of this hidden gem. Reservations were easy and accommodating. This is a beautiful restaurant great vibes and the food was bomb. I can’t wait to go back again service is impeccable. Love it here. You guys know what you’re doing!!!,5,5,5,5,January 2 2024
This was one of the best dining experiences my now fiancé and I have ever had. We came to celebrate our 9 year anniversary and had the most magical dinner. The 38 oz. Tomahawk steak was the best steak we have ever eaten in our lives. and to finish the night off with the cherry jubilee dessert was outstanding. My fiancé proposed after dinner and the waiters we unbelievable in recording it and they offered us complimentary champagne to celebrate. We will be back whenever possible!,5,5,5,5,January 2 2024
This is hands down the best restaurant I’ve ever eaten. The steaks were so tender and delicious.  The lobster was excellent. Everything we ate was phenomenal.  The service was impeccable. This is not a cheap place to eat but it was worth it to us. This is a must do when in Vegas.,5,5,5,5,January 2 2024
Overall the entire experience and service were really good. The banana foster was fantastic and the throwback photos of several old-school celebrities were a joy to see. (Dean Martin. Sammy Davis Jr.. Frank Sinatra. and Joey Bishop).,3,3,5,3,January 2 2024
Best meal we had while in Las Vegas. Lovely place. great service. outstanding food!!! Can’t wait to return.,5,5,5,5,January 2 2024
Hear great things about this place and just I know why. Food was so awesome very flavorful steaks and baked potatoes where amazing and I have zero complaint about the team of servers . they were all polite and welcoming.  The only complaint is that I made a reservation two months in advance. and gave a pre-pay deposit for a reservation time -  I arrived (10 minutes early) and was politely told “your all checked in we will text you when table is ready. you order cocktails while you wait” I wasn’t expecting a 50 minute wait time. The table we were seated was pretty small for 4 guest. all booths that seated 4+ had  only 2 guest dining on them. while others on the tables of 4 were elbow to elbow it felt like.  Everything else was perfect . food was delicious and filling shared memorable dining experience and will be coming back but will be requesting a bigger table next time. and now I’m prepared of the wait time it was worth the wait.,4,5,4,4,January 1 2024
Went here for NYE. Loved the whole experience!  Staff. food and atmosphere were excellent!  One of the best dining experiences we’ve had!  Will go back! Thank you. Golden Steer!,5,5,5,5,January 1 2024
