Reviews,Ratings,Food,Service,Ambience,Dates
we were so satisfied everything was good loved it definitely coming back !,5,5,5,5,August 24 2024
I believe the experience is really great unfortunately I’m not the biggest seafood person Due to being mildly allergic. but everything was great. The food was good just for my preferences. I believe the price point was too high.,5,5,5,5,August 24 2024
It was as expected! The crab Weekend was the best and crab legs were so soft and lean as you wanted them to be. As promised. you'll find all types of international cuisine: Asian. Mexican. Italian. Mediterranean. American. breakfast at lunch. desserts....all you want. Make sure to make a reservation first if you don't want to wait long time to get in so plan ahead and arrive 15min earlier.,5,5,4,5,August 24 2024
The service was great the people were fast and considerate. The food was good but with how busy it was. I was surprised how cold the food was.,3,2,5,3,August 24 2024
I've been to Vegas so many times but never got around to visiting Bacchanal ! Me and my King have date night once a month so I decided to do something different mainly because he's never been to Las Vegas. Long story short this is by far the best buffet we have ever attended. Name anything and they have it. I had a small complaint about the shrimp and I spoke with Ed one of the managers and in 30 minutes the executive chef comes to the table with a personal seafood boil and it was amazing! Ed was as good as a manager I've ever met. He was ready to go above and beyond to make sure I was satisfied!  GO TO THIS PLACE!,5,5,5,5,August 24 2024
Its busy. but has the most selection out of any buffet on the strip.,4,5,5,4,August 24 2024
Staff very unfriendly and experience extremely overpriced.,1,2,1,1,August 24 2024
The best variety at a buffet I’ve ever seen which is an amazing feature but the overall quality wasn’t the best. I would return to enjoy with new guests but idk if I’d return again on my own mainly due to the price point. After tax and tip. it was well over $100/pp.  The most impressive to me personally was the Asian options available! The pho and ramen bar with delicious toppings such as Thai basil. sriracha and hoisin packets. crispy shallots. cilantro and green onions. The flavor of the pho I got was authentic and delicious! I’ve also never seen Chinese roast duck at a buffet and crispy roast pork! Both tasted authentic (like it should at a Chinese bbq restaurant). The lumpia was fantastic and crispy. The Korean short ribs were also delicious (you gotta eat them hot!). My partner said the lamb chops were one of the best he’s ever had.  What could improve was the poke (hate that it’s on top of a bed of rice). the lobster claw I got were soooo salty but my partner said his was not salty so that could have been a one off (It was huge so I didn’t want to try another). The sushi looked very mediocre with full of rice so I didn’t touch or try any of it. For the price. I wish they had more nigiri and sashimi options although they did have one or two “sashimi” options but they placed each piece in a little plastic plate and dressed it up with sauce and garnish so you must take the plastic plate with you for each piece of sashimi.  Overall. it was a very Vegas experience but we do prefer the Wynn buffet over bacchanal if we had to pick just one. If you have elderly asian people in your dining group. then they may enjoy bacchanal more due to the large variety of Asian dishes that they may enjoy more.,4,4,5,4,August 24 2024
The restaurant required us to pay at the counter before being escorted to our seats. and they reminded us that the price didn’t include tips. We decided to leave the tip after our meal. However. when the waiter saw that no tip was included on the receipt. he ignored us and provided no further service. including not removing our used plates from the table. It was a very bad experience. In the end. we decided to leave only a 10% tip in cash on the table. We won’t recommend this restaurant to our friends.,3,3,1,2,August 24 2024
In my opinion. food quality was not worth the price paid,2,2,5,2,August 24 2024
Very good service! Got there an hour before my reservation time and was able to get seated. Pork shops were crazy! Best buffet I've been to.,5,5,5,5,August 24 2024
The Caesars Palace Bucchanal Buffet has an iconic vibe.  Incredible experience for my daughter’s small wedding party.  Everyone ate like kings. The restaurant even had gluten free choices available to guests when we planned ahead via certain buffet items and special request for chef.  Amazing lobster claws. mini sliders. and mini desserts.  Great service and ambiance.   Bacchanal Buffet is the best buffet and price was worth it!,5,5,5,5,August 23 2024
Way overpriced for the quality. The selection for many areas was laughable.,2,2,4,3,August 23 2024
The best buffet! Loads of fresh seafood and prime beef. Freshly prepared and presented sides and entrees were delicious. The menu rotates as well so each experience is slightly different. We can’t wait to go back!,5,5,5,5,August 23 2024
Food was excellent. but a few dishes were crazy salty! There was a lot of choices. Was able to try a few things I'd never had before. The time limit is unfortunate but doable. The price is insane. not quite worth $200 for 2 people.,4,4,4,4,August 23 2024
Great selection. Lobster. crab. prime rib. Service was outstanding. if your going to order bubbles order the bottle not the Momosa combo its cheaper and they'll bring you the OJ anyway.,5,5,5,5,August 23 2024
Biggest waste of money ever. And this is in Vegas…,1,1,1,1,August 23 2024
We sort of stumbled upon the Bacchanal Buffet.  We had just checked into Caesars Palace and were looking for a bite. so we thought.  Well. let me tell you. this place is the best buffet we have ever been to!!  The selections are endless. every item is very high quality. fresh. and prepared to perfection.  The endless seafood was spectacular.  The carving station was out of the world.  The desert station was insane.  Even if we don't stay at Caesars Palace during our next visit to Vegas. we will for sure make a reservation at Bacchanal Buffet.  Treat yourself!  You will not be disappointed.,5,5,5,5,August 23 2024
It was an initial visit for most the our party.  Everyone enjoyed the food and the ambience.,5,5,5,5,August 23 2024
The food was amazing.  Not just the quantity and variety. but the quality was actually top notch. Everything we ate tasted amazing. I'm so glad we finally got to try this place and I can't wait to go back.,5,5,4,5,August 23 2024
The meat was mid. The sides were fantastic. Deserts were really good!,4,4,5,5,August 23 2024
Das einzige was richtig warm war . war das Fleisch was frisch geschnitten wurde. Für das Geld für 3 Personen haben wir schon viel bessere gegessen.,3,3,3,3,August 23 2024
It is my favorite place to eat in Las Vegas. Delicious food.,5,5,5,5,August 23 2024
This buffet experience was a buffet on steroids!!! So Much to choose from !! High quality food choices. From main dishes to desserts.  a wide variety of every food category.  The line up goes very fast. don't be deceived by the amount of people waiting. it's very organized. Example. we were #50 on the waiting list. less then 10 minutes we were called to be seated. Enjoy !!!,5,5,5,5,August 23 2024
Loved my waitress. the restaurant. decor.  The food this time was not as great as it usually is.  Driving all the way from Arizona and the cost of the buffet was not worth it this time.  Going back to Vegas soon.  We will see if the food quality improves.,5,4,5,5,August 23 2024
The area was beautiful and the services and workers we all pleasant! The food was well prepared our dinner was perfect we enjoyed it!,5,5,5,5,August 23 2024
Over rated….The food is going downhill not as good as before and  the service sucks..Needs improvements..Hi to the Wynn Buffet instead ..way .way better ..,3,3,2,2,August 23 2024
This is the second time I have come in a years time. It was amazing the first time and was again from the impeccable service to the quality of the food! One of my favorite stops in vegas.,5,5,5,5,August 22 2024
It was good but erytime we go the price goes up. Could have been a little better for the prce.,4,4,5,4,August 22 2024
This has been the best buffet I have eaten at in years!  Great food exceptional customer skills and the atmosphere was top notch. We return on my next visit to Vegas,5,5,5,5,August 22 2024
A lovely location. a huge variety of foods. especially loved that they had gluten free chocolate chip cookies. the crab was cold so slightly disappointed in that. When the snow crab came out the line up was huge so wait till it dies down. It will be tepid and you’ll need crackers to cut it (unlike Palms hotel buffet) and it was a bit dry. Great to have the clarified butter. Overall a great choice for variety in a nice atmosphere.,4,4,4,4,August 22 2024
I found the food to be honestly quite bland. everyone I went with agreed. The service was great and it was quick to get in. Best station was the ready to order soup station and the desserts. Everything else felt under seasoned. Even though I left full. I was craving a more satisfying meal.,2,2,5,4,August 22 2024
Loved everything. Starting with the friendly hostesses who showed us where to leave our luggage. to the friendly wait staff and the food was delicious. Can’t wait to go back!,5,5,5,5,August 22 2024
Not worth the price for the quality. The food is just mediocre.,2,2,3,3,August 22 2024
Wonderful buffet as always. We loved the lobster claws the best. The dessert bar was out of this world. Pricey but worth it!,5,5,5,5,August 22 2024
I have been to Bacchanal dozens of times over the last 20+ years and I think this will be my last visit. While the food and variety continue to be top-notch. everything else about the experience is abysmal.  First of all. your reservation here is pointless. They stopped honoring reservations and still make you stand in line. I waited for 30+ minutes despite having a reservation.  Secondly. the service is beyond terrible. Even more of a slap in the face when you are tipping in advance (20% of a $100/pp meal) and then lucky to even get a single drink refill. For how much they are charging. they should be able to hire more wait staff. who seem to be stretched very thin and cover too many tables.  Lastly there is the price. ~$100/pp is just a stupid amount to pay especially when that doesn’t include alcohol. You can eat at most 5-star restaurants for that price and get seated at your reservation time and get quality service. There are other buffets that are half the price. with just as good of quality. and almost as wide of a selection.,3,5,1,5,August 22 2024
The food was good but not as good as in past year's.  The table service staff were great but seemed a bit overwhelmed as it took quite a while to get drink refills even though they were working their butts off.  More staff or larger drink glasses would be a improvement.   My main complaint is with the reservation and service policies.   If I have a reservation for 7pm I believe it is reasonable to expect not to have to stand in 3 lines and have it be over an hour after your reservation before you are seated.  You apparently have learned to take the reservation now you just need to learn how reservations actually are supposed to work.,3,3,4,3,August 22 2024
It would be nice to come to this buffet ONCE and see that the price hasn't increased a third time in a year or less. More Value For Money if you just go to The Buffet At Wynn.,3,3,2,3,August 22 2024
Lots of high-end food. and very attentive waiters to keep drink glasses filled.  We were slightly taken aback at the price of 84.99 apiece. but we were very pleased with the quality of the food. Asian section very good: duck. dim sum. Korean ribs.  Snow crab legs. lobster claws. Dungeness crab all delicious. Desserts aren't as impressive as the main dishes. but creme brulee was good. and crepes looked good...   They let us stay a bit longer than the 90 minutes noted at the table. which is kind of a good thing. because the layout is so huge that it can take a few minutes to get from one end to the other...,5,5,5,5,August 22 2024
I was not impressed with any single food item.. where I wanted more. The price is not worth it at all. 85 person is too high for food quality and varieties.,2,2,4,2,August 21 2024
There are lots of different varieties of foods that I can choose from. I think it is worth it to go there for dinner.😁,5,5,5,5,August 21 2024
El precio está un poco elevado para lo que ofrecen. éramos 4 y dos nos enfermamos del el estómago . a bajado un poco la calidad con respecto a antes de la pandemia,4,3,3,4,August 21 2024
This was definitely the best buffet that I have ever been. The food was excellent. However. the 90 minute time limit for the buffet is ridiculous especially since it’s expensive at $90 a person.,5,5,4,5,August 21 2024
The experience was very good. The food is very tasty. even if due to the high price I thought that some foods. such as lobster. were more. However. the quality of the food is high and the staff is ready to help you for everything,4,5,5,4,August 21 2024
Everything was just ok. nothing extraordinary. not sure if it’s worth the value,3,3,5,5,August 21 2024
Good buffet Lot of choices Price is 89 USD per person Dessert Buffet is quite poor  But good plqce to go,4,4,4,4,August 21 2024
We had 8:00PM reservations at the Bacchanal Buffet - Caesars Palace Las Vegas. Upon checking in we were told to stand in line. which took 25 minutes before being seated. The food was very good and abundant. with many choices. The quality was above average for a buffet. The $92per person price with tax but no tip. per person was a bit high. Overall. I would recommend it as a one-time experience when in Las Vegas.,4,4,4,3,August 21 2024
How they can charge $85 for this is beyond me. We couldn’t eat the shellfish as it must have been cooked In vats of salt.  It’s a one hit for us.  Not worth it.  The buffet at the Wynn is so much better,1,1,3,1,August 21 2024
One of favorite spots to go to. It is a must have for every trip! Fabulous food. amazing staff and the price is unbeatable for what you get! Highly recommended!,5,5,5,5,August 21 2024
Very good for the most part. Definitely an experience. The prices have gotten way too high. The Prime Rib is just ok,4,4,4,5,August 21 2024
Fue una buena experiencia. había mucha variedad de platillos y nos gustó mucho en general,5,5,5,5,August 21 2024
Too pricey for what you eat.  Thank God I had enough Caesars reward credits to pay for 2 at this buffet.  $170 for 2 people?.  I get it. its Las Vegas. however. COLD CRAB LEGS?  I came a couple years ago and you can smell the warm crab legs.  But this time you decide to make them cold?  I CANT EAT COLD CRAB LEGS!!!!!!!!  Yes there are a lot of choices for different cultures. however. not enough veggies. not enough salad bar. no real ice cream you get sorbet (which I hate).     I will never come there again.,2,2,5,5,August 21 2024
Overall it was absolutely amazing . I loved the frog. the brisket and the turkey . So much to try: The kids price should be lower. I paid 50 dollars for my little one to eat just white rice and three pieces of sushi. But overall it was lovely . It was absolutely delicious and will return,5,5,5,4,August 21 2024
A lot of hype for what was a fairly poor buffet.  The vast range of choice and volume of food shows with food generally over cooked. lacking flavour and containing a lot of fat.,2,2,4,2,August 20 2024
The Bacchanal Buffet has lost its position as our top buffet restaurant choice.  The food quality and quantity has gone down hill.  Yes. quantity has gone down. for example no crepe station.  The line to get in is still long. so if you plan to go think about making a reservation or be prepared a long wait.,3,3,2,2,August 20 2024
Seafood portion especially shells. oyster seems very small. Meat section was good.,4,4,5,5,August 20 2024
All of the food was cold….all of it. The waiter was rude and acted inconvenienced by our presence. The cost of the meal should at least result in HOT food. bare minimum.,1,1,1,2,August 20 2024
The price of the buffet has sky rocketed to almost $90 a person. PROS: Black garlic ramen made to order Street taco station Carving station and bone marrow  CONS: Lobster claws are over cooked No longer have different types of fish cooked gourmet (sea bass. salmon. mahi etc.) No longer include mimosas for brunch now it’s a $40-$45 charge extra  Summary at $90 a person with a 1 1/2 hour limit how much can you actually eat? Or drink if you pay an additional $40 some dollars,4,5,5,4,August 20 2024
Second time at bacchanal. the first was for brunch buffet and this time was the dinner buffet.  Great variety of different foods. including crab legs and lobster. Even different kinds of crab legs and both hot and cold. Everything was delicious. and for the price. the quality of food is really there.,5,5,5,5,August 20 2024
Servers were rude and seemed over worked. The food was mediocre at best. Was expecting much better quality and quantity for the price paid. Very disappointing.,1,1,1,3,August 20 2024
Delicious. Would have preferred more spacious seating and better Asian food though. The Chinese food was cheap. Seat food selection was exceptional.,5,5,5,4,August 19 2024
Very good food. Many great options to choose from. Staff very friendly. The only problem I had was the all you can eat crab legs. It was several people filling up multiple plates at a time which made the line very long. But. I appreciated when a staff member started serving them. The line started to move much faster.,4,4,5,4,August 19 2024
Everything was amazing. great quality of food and service. Must try everything!!,5,5,5,5,August 19 2024
I believe everyone should go to this place. just because of the experience. There is a lot of food to partake in. a lot of the food is average food that you have already eaten before but because of the experience inside the Caesars Palace and the presentation that is what makes it all worthwhile.,5,5,5,5,August 19 2024
Good experience. Great selection of delicious foods. Service was good and pleasant. Omelette made to order. Great selection of breakfast. lunch. and dinner foods. Only drawback was $70 fee. Then add a tip. Vegas experience 😀,5,5,5,5,August 19 2024
Food variety was great. Especially if you’re a seafood lover. the selection from seafood boil to lobster claws was *chef’s kiss*. Attentive service. While a little pricey it was definitely worth the cost.,4,5,5,4,August 19 2024
Expensive but not much more than some far worse buffets on the strip.,5,5,4,3,August 19 2024
A little disappointing. Nothing really was amazing,3,3,3,3,August 19 2024
For the price. it honestly wasn’t worth it. We were all excited for all the different kitchen options but the only things that stood out were the carving station. crab legs (until the 4th batch as that was over cooked) and the crepe station. The quality of all the food was the biggest issue. We tried it all… and nothing but disappointment. Esthetically it as beautiful and our waitress was amazing.. but other than that it’s just the hype. Would not recommend going…,2,2,5,5,August 19 2024
Food was COLD. Dining area unattractive. crowded and noisy. Quality of food did not merit the price,1,1,1,1,August 19 2024
Came here visit for vacation. had more expectations than what we experienced. Overall. it’s great location in the Caesars Palace. walking distance to the Strip. The unsatisfied parts are people are limited to 90mins of eating time. seafood is not fresh enough. Other cuisines are decent. Each person is a bit pricey,3,3,5,4,August 18 2024
The Bacchanal has been my favorite buffet for over 20 years. but it keeps changing and not for the best. At arrival. our table had food stains. so I asked the waitress if there were wipes I could have to clean. I don’t mind cleaning the table. but she said she would get someone. Our waitress didn’t speak English and because she wore a mask. it was even harder to understand. I arrived with my family of which some only speak Russian and they were even more confused when the waitress was explaining the drinks. I asked for flat water or water bottle and she said she would charge extra which I didn’t care.  Bacchanal prices have increased. but the food quality and service have decreased. It is no longer worth the “buffet” experience.,4,3,2,4,August 18 2024
Incredible variety of food. Well worth it! We rolled out of there lol,5,5,5,5,August 18 2024
Overpriced  for what you get. The quality is typical buffet food.,4,3,3,3,August 18 2024
Amazing quality and many options to choose from. Will definitely come for another visit!,5,5,5,5,August 18 2024
The food was excellent. with plenty of different selections available.  It is a bit pricey.,5,5,5,5,August 18 2024
Everything was perfect. the best treatment I have ever received at a a buffet. I liked dining there so much I want to go back. The staff was excellent. There was a staff member a lady there at the buffet section who looked like she was having a bad day. and when I talked to her she was so nice it seemed I was talking to a different person. I just think it's kind of expensive because I didn't eat as much as I thought I would just because there is so much food. I signed up for coupons. and I hope I get a coupon for the buffet.,5,5,5,5,August 18 2024
While this Vegas buffet is the largest; the food itself can be a hit or a mess when it comes to maintenance.  Variety is ever changing to meet the needs of every single person. and that is much appreciated.  My least favorite part of the meal was the carving meats. I had to toughest cut of beef ever. Luckily I had lamb on my plate. and that was edible.  The Asian section is perhaps the best curated section with the most delicious options.  People do come and pile up their plates sky high with crab legs. I’m not sure if buffet restaurants purposely over salt their boiled seafood; unfortunately it was the same here.  The wait staff were phenomenal as not only did the clean quickly but made sure plates were taken and beverages refilled.  Where service lacked was telling paying patrons that someone entered the wrong price at the Kiosk when paying. that the price isn’t $84 and that we’ll have to pay $87 instead.  Do come here if you want to eat your heart out.,5,4,4,5,August 18 2024
An amazing dinner! Always delighted to dine here.,5,5,5,5,August 18 2024
Been going to this restaurant every time I’m in Vegas. Love the good quality of food.,5,5,5,5,August 17 2024
Overall good. But staffer pushing plate cart ran right into my chair. with me in it.  No apology or acknowldgement.,4,4,3,4,August 17 2024
The food is pretty good for $89 pp. however the ambience is terrible. Truckloads of people dropped off. seemingly like someone gave them a free ticket to pile their plates full of food over and over.  People yelling about the games on like it was a sports bar.  We paid close to $500 for 4 and cannot comprehend how a “nice” place could be so trashy. Will not return. PS we have been going since it was a “room” in the 80s.  Sad.,2,3,4,1,August 17 2024
The dessert buffet was amazing. and the crab was incredibly delicious!,5,5,5,5,August 17 2024
No longer offering bottomless mimosas. Prosecco has a 350% mark-up,3,5,5,3,August 17 2024
Food was fire and fresh would go again even tho it pricey worth every cent,5,5,5,5,August 17 2024
It was really good we got treated so nicely. and our server was the best this is our 2 time going with the same server and he’s the best,5,5,5,5,August 17 2024
We were at this buffet a couple years ago and it was amazing but this time it was NOT worth the $95 we paid for this buffet! The crab legs were always cold. it didn’t matter when we went up there and there were never any full clusters just small parts. The rest of the buffet was just average as well! Was NOT worth the value of what we paid! There were 15 of us and none of us were happy! I don’t think I’ll come back again!,1,1,4,3,August 17 2024
We loved it!  Our waiter was amazing and food was great. Overall great experience.,5,5,5,5,August 17 2024
The food options were great! They were even able to accommodate our request to combine our two parties into one table with a 5min wait!,5,5,5,4,August 16 2024
It was a must go to place in the past. BUT this trip there changed a lot. The variety of food is still there. but the quality went down a lot. The worst is that the feeling of food wasting by the servers: they piled a lot of meat items on the counter and made them looks very sad. so were the seafood section which makes the seafood not fresh; and the Asian section as well. I used to like their pork belly a lot. now they are dry and bed looking and I did not even take one. It was a big pile of waste again because no one is taking any. So were the Italian section. salads are wet and soft and cheese are just randomly piled up.… it was just PILE of sadly presented food. The only area that was relatively good was the Mexican food. But for over $90 buffet. it is just NOT GOOD. No wonder the long waiting line is not there any more.,3,3,5,3,August 16 2024
As I come in to check in the lady looks at me up and down and tells me you can’t come in and I said why she said you have to cover up (mind you I had a tub top and shorts on ) she tells me I can go to a boutique and buy something to cover up !  I stated to her absolutely not are you giving me the money to buy and fyi it doesn’t state to dress formal I’m in shorts in tub too this is Vegas 110 degrees weather.  I ask for the manager and he immediately said come in sorry for that I’m like really wow!! As I enter I see serval people dress like me!  The food for price was ok the shrimp was over cooked very soft Mexican food not so good.  Waiters were great always on top of everything!,3,3,5,1,August 16 2024
Amazing but not for 386 for 4 ppl  would have expected more and different food but every time we come it’s the same.,5,5,5,5,August 16 2024
The variety was absolutely amazing! There were so many tasty dishes. It was so difficult to narrow it down to the items You really wanted to try. Everything looked delicious. The bananas foster crêpe was freshly made at the crêpe bar. It was the best crêpe I’ve ever had.,5,5,5,5,August 16 2024
It was a good experience to try once but not multiple times. The main thing why is was good was the crab legs but the rest of the food was good but not exceptional. Plus the price is high.,4,3,3,2,August 16 2024
No need for a reservation. save your energy. They had us stand in the same line as those who didn’t have a reservation. Good food choices. I loved the lechon! The bone marrow was overrated unless I had a bad batch. The service was mediocre nothing bad to say but nothing amazing stood out. Overall had a good experience and left full AF.,3,4,2,4,August 16 2024
This buffet was amazing. It had everything you could want to eat. from prime rib to Lobster. I would recommend to all family members. Must have reservations to dine there.,5,5,5,5,August 16 2024
We had a large group that got seat quickly and the food was good,5,5,4,5,August 16 2024
I made reservations a few weeks before our visit but when in line there were people in front of us that didn't have reservations but went in first before us. so no reason to make reservations in advance.,3,3,4,3,August 16 2024
Lobster claws made it worth it. but be ready. it's pricey!,5,5,5,5,August 16 2024
Do not I repeat do not waste your money on this expensive meal. All the food was ok at best. We felt really bad for wasting so much food because every time we went and tried something else it was bad/ok.,1,1,2,2,August 16 2024
Sorry. Ceasars Bacchanal Buffet was the bedt buffet 10 years ago but the last couples of years. the quality of food especially seafood section went down hill like the Wynn Buffet too. We are so disappointed. Never going back. Price charged doesn't match the quality of food displayed. Please concentrate on quality not quantity of food.,3,2,2,4,August 16 2024
My niece came from Korea. So we decided to go buffet. I checked it was number one buffet in Las Vegas. Food was not really fresh I think leftovers from brunch? Waiter was not available when we needed  Not worth it at all Wasted of money  definitely  I should just go a fancy restaurant .,2,1,2,2,August 15 2024
The seafood is not fresh. the sushi and poke is not fresh. I have been here 4 times. this time. it is very bad. I am really disappointed. The food quality has gone down a lot.,1,1,5,4,August 15 2024
It was one of the worst buffet that I’ve ever have. We came in a group of 4 adult and 2 kids( 3 yo- 6 yo) We paid for $450.00. It was overpriced.  We will not come back.,3,3,3,3,August 15 2024
We are Las Vegas locals and were celebrating a birthday.  I thought to make this a special meal that would be different and special. so we went to the Bacchanal Buffet.  This buffet is too expensive for half the price.  The food was cold that should of been hot. on many serving locations.  There were no proper utensils for breaking the crab and no extra cleaning napkins or towels were offered or given it was made clear to only take 90 minutes for our meal.  The food was not kept clean which brought concern when the buffet was at half full capacity.  The quality of meat was average (tough and too fatty) and the cuts were generous (a plus).  Lots of choices in the buffet line but everything was average to below average.  Out plates were taken after use in a good manner.  Perhaps I should be glad that the food was mediocre so that I would not eat too much.  Checking in was very well done with no waiting.  The entrance staff was cheerful and guided us to the proper location for making payment.  The Bacchanal Buffett-Caesars Palace Las Vegas was not that different or special.  Go somewhere else and get a far better meal and service.  I do not recommend this buffet to anyone.....,3,3,3,2,August 15 2024
Crowed. waiters did not clean the tables. Food ok but not great for the cost we paid,3,3,3,2,August 15 2024
Was not good. $300 for 3 people. The brisket and other steamship meats were so dry no juice. The only thing that was good was the street tacos and tri tip Server kept for getting my girlfriends drink witch was water. We said something  and she told us that If we don't like the service we can leave.,1,2,1,2,August 15 2024
This buffet offers great quality of food and service. Abundance of seafood choices (snow crab legs were the best!) It was a little pricey but Bacchanal provides much better value than The Buffet at Wynn in terms of variety as well as quality. Highly recommend.,5,4,5,4,August 15 2024
Sorry folks. this is an overrated buffet.  Not certain what the hype was about.  Salmon on risotto was the best item there.  Oh. let’s not forget the $35 parking.  Wowsers! If you want to pay $90 PP for meh food. go for it folks!  1st and last. LOL!,1,1,5,1,August 15 2024
The prime rib and brisket were dry.  Nothing was hot enough. so the entire meal was eaten cold-even when just going up for one item and returning right away to the table.   I am not a vegetarian. but be warned if you are-very few vegetables.  The best thing about the meal was the dessert table. in particular. the pineapple upside down cake and chocolate chip cookies. if not for them. I would have rated the food as one star.  Our server was friendly and our plates were cleared quickly.  Way too much money and rude employees at registration.,1,2,3,1,August 15 2024
Brilliant buffet. It’s a little pricy but worth every cent. Food was outstanding quality and service was first class. You have 1.5 hours but we were well and truly “done” in about 1 hour. It was a great way to start the evening before going to The Killers concert. Will be going back when in Las Vegas again.,5,5,5,5,August 15 2024
There was a lot of food options available. The main star of the buffet is the steamed snow crabs. The rest of the seafood didn’t taste as nice. The hot foods tasted great although I didn’t have the capacity to try everything. The drawback was the 90mins they placed on you. I think for the amount I pay the time limit needs to be increased or lifted. I have been buffet in Singapore that have the same number of food options with a cheaper price point and better food quality with no time limit.,4,4,4,4,August 14 2024
IMO seafood wasn’t very fresh for the cost. Overly priced. I didn’t have the brisket. but my hubby said The brisket was very dry. The best part of the buffet was the dessert. lots of variety and the mini size sweets were perfect.,3,2,4,3,August 14 2024
Wonderful selection with excellent presentation for a Buffet style dining experience.,5,5,4,5,August 14 2024
The prime rib was great. The Asian food selection was delicious.   Mexican fusion was fantastic.  The seafood was flavorful.  My server was also very attentive in askhow my meal was and getting me refills on my drinks.  After eating so much I still got some deserts I took so many deserts that I forgot what flavors each of them was.  I told myself to start with the coffee flavored one was it could have a slight bitter after taste and it did.  Though I ate that one as the final piece due to my forgetting to the order I was going to eat them after I sat down.,5,5,5,5,August 14 2024
My experience is that you pay a lot of money and it is not worth it. I am not a crab or fish person. Overal it looked amazing and the were a lot of choices. The food is not warm enough en it’s cold when you are back at your table. We did it once but will not do it again,3,3,4,3,August 14 2024
Very nice food. surprising quality for a buffet. Meat. seafood and desserts were outstanding. Servers were friendly. Presentation and selection were amazing. Even with a reservation entering restaurant seemed a little chaotic. Price is very high for a buffet. but you will most definitely have a great meal.,5,5,5,5,August 14 2024
I booked my reservation and also mentioned that it was my anniversary. No mention of it they sat us in the sun I asked to be seated somewhere else just as awful. The rip tip and brisket was cold not even room temperature. I ate at the Asian side cause that food was cooked and put out hot.  This place used to be good now it’s horrible!!,2,1,3,3,August 14 2024
Other than the steamed snow crab legs and having a large selection of food… this buffet is overhyped. over rated. and over priced.  The hostesses and waiters were not happy. not rude. but definitely not happy to be there. The staff behind the counter were very friendly and smiling.  The carpeted area was pretty dirty. they didn’t clean under our table before being seated and there was a desert plate and a lobster claw.  I enjoyed the steamed crab legs and the pasta made to order. Most of the other food was just not that good… extremely disappointing.  For almost $100 pp we felt ripped off and left unsatisfied with this buffet experience. Should have went to the Wynn Buffet or just had a really nice dinner at a standard restaurant for the same price.  It’s listed as the best buffet in Vegas on so many sites. Probably due to the selection of items. not the quality or overall experience. I do NOT recommend this Bacchanal Buffet at Caesars Palace.,2,3,1,2,August 14 2024
Amazing selections to choose from ! Come hungry cause the deserts are 10/10,5,5,5,5,August 13 2024
You will be harassed here if you show any cleavage. Although their site doesn’t mention a dress code. nor does Caesar’s palace as a whole. you still won’t be allowed to eat here and will be shamed.,1,1,1,1,August 13 2024
Vast array of food choices. There is something for everyone. My personal favorite this trip were the freshly grilled street tacos.  A bit pricey compared to other Vegas buffets. but clearly superior when it comes to service and food quality.,5,5,5,5,August 13 2024
Overpriced and too crowded.  There are tons of high quality restaurants in which one can get a good meal for less than this buffet.  Some of the food was really good. but some were poorly seasoned or over seasoned.  Unless you like crab legs. you're not going to get your money's worth here.,3,3,3,2,August 13 2024
La comida es excelente. el Servicio queda a deber. tal vez porque hay demasiada gente,5,5,4,5,August 13 2024
Great to have reservation and did not have to wait for long long line. Foods selection was great! Worth the price. 90 mins to eat. Chairs was uncomfortable. sink cushion. I guess too many people used it. Service was okay. had to find server for water and drinks. During the time while eating was better. but no wet ones for dirty seafoods hands. At Cashier was asked to include 18. 20 or 22 % tips. not comfortable with paying advance. Overall. it was better than other buffets in Las Vegas. Will come again when visiting Vegas.,4,5,3,3,August 12 2024
Glad we had a reservation. but don’t understand why a buffet is reservation only.  Saw several people turned away.,4,4,5,4,August 12 2024
We were there with two Kids and the food was awesome.,5,5,5,4,August 12 2024
Food was great. Absolutely not worth the price. no buffet is worth those prices.,5,5,3,5,August 12 2024
I fully believe it is worth the price! Amazing food for even the pickiest of eaters (aka me) Yes you pay almost $100 per person but it’s worth it to have a guaranteed good meal & dessert. Never too long of a line & fast drink service. Highly recommend!!,5,5,5,5,August 12 2024
The food quality is not good enough compared with the high price. A lot of food is trashed.,1,2,1,4,August 12 2024
Go before 9pm for a greater experience. The shut food down at 10:30 and you wait in line even with a reservation.,4,4,4,5,August 12 2024
I was very disappointed with the food we came for my husbands 40th birthday to be honest I thought it was a lot of money & the food was poor quality the meat was very fatty & lobster & sea food didn’t taste very fresh,2,1,3,2,August 12 2024
Amazing buffet but don’t understand the point of making a reservation if you still have to wait. We made a 6:30 reservation because we had 8 people and still had to wait over 30 minutes. what is the purpose of the reservation system?,3,5,4,4,August 12 2024
It was overhyped. The food was mainly cold and the flavors could have been better in my opinion.,3,2,3,2,August 12 2024
This was our first time at the Bacchanal. for the price we our expectations were high. The Crab was terrible. and the rest of the food was consistent with other buffet’s that cost less.,3,4,3,3,August 11 2024
Food was good. Dessert was okay. Service was good.,4,4,5,5,August 11 2024
It’s pricey I went for Sunday brunch Some of the food are not fresh,3,3,4,4,August 11 2024
This was a waste of money. Best part of this experience was the asian food. Honestly. the hype for seafood was not worth the 80 bucks we paid per person.,4,3,5,3,August 11 2024
The food quality is not as before anymore … If you never been. you are welcome to try.,3,3,5,5,August 11 2024
